City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Kalur Kot,PK,32.1564,71.2594,76.57,26,37,9.33,scattered clouds
453,Rawson,AR,-43.3002,-65.1023,69.66,31,2,11.36,clear sky
454,Lorengau,PG,-2.0226,147.2712,80.8,82,100,14.38,light rain
455,Bokaa,BW,-24.45,26.0167,68.0,56,0,5.75,clear sky
456,Varberg,SE,57.1056,12.2508,37.0,86,85,4.0,overcast clouds
457,Hambantota,LK,6.1241,81.1185,79.11,77,6,3.96,clear sky
458,Lerwick,GB,60.1545,-1.1494,32.0,80,75,5.75,broken clouds
459,Khed,IN,17.7167,73.3833,82.56,52,95,2.73,overcast clouds
460,Pandan,PH,14.0453,124.1694,77.94,77,99,9.66,overcast clouds
461,Praia,CV,14.9215,-23.5087,71.6,73,0,19.57,clear sky
462,Zeya,RU,53.75,127.2667,13.73,79,3,6.49,clear sky
463,Raahe,FI,64.6833,24.4833,32.0,80,0,6.91,clear sky
464,Erenhot,CN,43.6475,111.9767,49.46,50,17,6.93,few clouds
465,Bardiyah,LY,31.7561,25.0865,53.78,51,0,1.74,clear sky
466,Betong,TH,5.7743,101.0723,70.25,98,52,2.35,broken clouds
467,Kudat,MY,6.8837,116.8477,80.6,89,20,3.44,few clouds
468,Kushmurun,KZ,52.4503,64.6311,32.65,95,100,6.2,overcast clouds
469,Binzhou,CN,37.3667,118.0167,50.94,63,100,7.67,overcast clouds
470,San Jose,US,37.3394,-121.895,72.0,42,75,8.05,broken clouds
471,Ossora,RU,59.2353,163.0719,12.31,71,21,12.48,few clouds
472,Najran,SA,17.4924,44.1277,75.2,19,0,4.65,clear sky
473,Rey Bouba,CM,8.6724,14.1786,88.81,36,61,5.44,broken clouds
474,Aldan,RU,58.6031,125.3894,1.33,97,100,4.68,overcast clouds
475,Necochea,AR,-38.5473,-58.7368,62.01,84,100,5.99,light rain
476,Aksu,CN,41.1231,80.2644,53.96,29,2,5.17,clear sky
477,Vakhrushev,RU,48.9833,142.9667,34.07,78,11,3.74,few clouds
478,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.6,57,0,11.5,clear sky
479,Ust-Nera,RU,64.5667,143.2,-12.48,97,97,9.08,overcast clouds
480,Vao,NC,-22.6667,167.4833,77.67,87,100,26.62,overcast clouds
481,Meadow Lake,US,34.8014,-106.5436,75.99,7,20,3.44,few clouds
482,Wum,CM,6.3833,10.0667,71.31,71,98,2.21,light rain
483,Dingle,PH,10.9995,122.6711,74.73,87,68,6.02,light rain
484,Agucadoura,PT,41.4318,-8.7804,59.0,88,40,4.61,scattered clouds
485,Sechura,PE,-5.5569,-80.8222,79.12,63,42,15.1,scattered clouds
486,Lecce,IT,40.2167,18.1667,48.99,87,0,3.44,clear sky
487,Henties Bay,NA,-22.116,14.2845,75.0,62,0,1.99,clear sky
488,Bay City,US,43.5945,-83.8889,68.0,64,1,10.36,clear sky
489,Naze,JP,28.3667,129.4833,62.42,69,99,21.25,overcast clouds
490,Bahile,PH,9.9995,118.7878,76.32,87,87,2.8,overcast clouds
491,Kazan,RU,55.7887,49.1221,35.6,93,100,6.71,light rain
492,Dong Hoi,VN,17.4833,106.6,75.06,91,34,7.9,scattered clouds
493,North Platte,US,41.1239,-100.7654,62.01,21,1,6.91,clear sky
494,Kudahuvadhoo,MV,2.6708,72.8944,82.22,75,26,10.87,scattered clouds
495,Bambanglipuro,ID,-7.95,110.2833,77.9,86,99,2.82,moderate rain
496,Narsaq,GL,60.9167,-46.05,44.6,57,20,6.91,few clouds
497,Mindelo,CV,16.8901,-24.9804,71.6,73,20,31.07,few clouds
498,Cairns,AU,-16.9167,145.7667,75.2,88,75,4.61,broken clouds
499,Port Shepstone,ZA,-30.7414,30.455,73.27,87,98,11.23,overcast clouds
500,Havoysund,NO,70.9963,24.6622,32.0,64,20,13.8,few clouds
501,Zhicheng,CN,30.2956,111.5047,57.99,87,88,1.23,light rain
502,Belmonte,BR,-15.8631,-38.8828,78.8,83,75,5.75,broken clouds
503,Ibra,OM,22.6906,58.5334,73.38,69,3,1.59,clear sky
504,Ahuimanu,US,21.4447,-157.8378,77.0,53,20,6.91,few clouds
505,Svarstad,NO,59.399,9.9698,36.0,32,0,3.44,clear sky
506,Lujiang,CN,31.2581,117.2817,55.4,88,100,4.47,light rain
507,College,US,64.8569,-147.8028,10.0,43,75,8.05,broken clouds
508,Hajiganj,BD,23.2511,90.8592,73.54,67,3,6.24,clear sky
509,Benicarlo,ES,40.4165,0.4271,50.0,92,71,1.99,broken clouds
510,Tiznit,MA,29.5833,-9.5,56.37,73,39,4.74,scattered clouds
511,Posse,BR,-14.0931,-46.3694,77.36,49,100,3.62,overcast clouds
512,Ugoofaaru,MV,5.6667,73.0,82.83,68,21,3.62,few clouds
513,Asau,RO,46.4333,26.4,37.99,48,2,3.69,light rain
514,Puerto Asis,CO,0.5133,-76.5007,87.8,58,40,3.44,scattered clouds
515,Skhisma,GR,35.2667,25.7167,53.6,66,20,12.66,few clouds
516,Great Falls,US,47.5002,-111.3008,52.0,21,90,29.93,overcast clouds
517,Birin,NP,26.8865,88.0718,59.41,23,0,6.44,clear sky
518,San Andres,CO,12.5847,-81.7006,86.0,70,75,12.66,broken clouds
519,Awbari,LY,26.5921,12.7805,76.41,20,100,23.96,overcast clouds
520,Lima,PE,-12.0432,-77.0282,73.99,73,0,5.75,clear sky
521,Hay River,CA,60.8156,-115.7999,1.4,66,100,10.36,overcast clouds
522,Wanaka,NZ,-44.7,169.15,55.99,90,100,3.0,overcast clouds
523,Balkhash,KZ,46.844,74.9804,45.39,45,1,24.72,clear sky
524,Kaman,IN,27.65,77.2667,79.75,9,0,7.49,clear sky
525,Torit,SS,4.4133,32.5678,76.91,60,100,2.75,light rain
526,Labuhan,ID,-6.8844,112.2051,77.99,87,98,5.1,overcast clouds
527,Ewa Beach,US,21.3156,-158.0072,78.8,47,1,3.44,clear sky
528,Sinnamary,GF,5.3833,-52.95,79.9,80,60,6.71,broken clouds
529,Vila Velha,BR,-20.3297,-40.2925,78.8,69,0,10.36,clear sky
530,Kieta,PG,-6.2167,155.6333,78.44,90,100,7.36,moderate rain
531,Taveta,KE,-3.3963,37.6736,69.8,83,40,3.76,scattered clouds
532,Deputatskiy,RU,69.3,139.9,-20.52,93,9,1.48,clear sky
533,Pimentel,PE,-6.8367,-79.9342,75.2,73,20,13.8,few clouds
534,Shevchenkove,UA,49.6959,37.1735,42.8,45,0,4.47,clear sky
535,Twentynine Palms,US,34.1356,-116.0542,86.0,9,1,8.05,clear sky
536,Moose Factory,CA,51.2585,-80.6094,57.2,88,90,8.05,overcast clouds
537,Portoferraio,IT,42.8115,10.3146,57.0,87,100,7.0,overcast clouds
538,Verkh-Suetka,RU,53.3,80.05,30.04,90,57,9.22,broken clouds
539,Mardin,TR,37.3131,40.7436,39.36,85,0,3.04,clear sky
540,Tambilil,PH,5.9622,124.6697,78.37,84,100,4.54,overcast clouds
541,Tessalit,ML,20.1986,1.0114,87.76,10,0,7.43,clear sky
542,Sao Marcos,BR,-28.9711,-51.0681,73.08,62,98,2.73,overcast clouds
543,Tanete,ID,-3.9443,119.7848,73.42,92,100,2.8,overcast clouds
544,Beringovskiy,RU,63.05,179.3167,7.18,89,100,22.68,light snow
545,Waycross,US,31.2136,-82.354,69.8,94,40,8.05,scattered clouds
546,Deniliquin,AU,-35.5333,144.9667,44.01,80,24,14.14,few clouds
547,Road Town,VG,18.4167,-64.6167,78.8,57,20,5.75,few clouds
548,Bairiki,KI,1.3292,172.9752,78.8,94,75,2.3,light rain
549,Sao Filipe,CV,14.8961,-24.4956,75.34,64,26,9.86,scattered clouds
550,Yeppoon,AU,-23.1333,150.7333,73.4,94,90,4.61,fog
551,Takoradi,GH,4.8845,-1.7554,81.52,81,76,9.71,broken clouds
552,Rong Kwang,TH,18.339,100.3174,79.0,70,94,1.16,overcast clouds
553,Panguna,PG,-6.3164,155.4848,69.39,98,100,1.83,moderate rain
554,San Cristobal,VE,7.7669,-72.225,87.8,45,40,14.97,scattered clouds
555,Uniara,IN,26.15,75.2167,78.75,10,5,8.12,clear sky
556,Svetlogorsk,BY,52.6333,29.7333,42.19,66,7,9.06,clear sky
557,Teya,RU,60.3778,92.6267,10.76,99,93,3.38,overcast clouds
558,Beloha,MG,-25.1667,45.05,70.56,94,1,7.78,clear sky
559,Mont-De-Marsan,FR,44.0,-0.6667,57.2,82,0,3.44,clear sky
560,Ishinomaki,JP,38.4167,141.3,32.0,80,0,2.3,clear sky
561,Kulhudhuffushi,MV,6.6221,73.07,82.6,69,5,3.6,clear sky
562,Inhambane,MZ,-23.865,35.3833,72.81,83,1,6.29,clear sky
563,Asyut,EG,27.181,31.1837,59.0,47,0,11.5,clear sky
564,Luganville,VU,-15.5333,167.1667,78.17,83,100,4.79,overcast clouds
565,Denpasar,ID,-8.65,115.2167,80.6,89,20,5.75,few clouds
566,Manakara,MG,-22.1333,48.0167,74.75,90,98,2.39,light rain
567,Ballina,AU,-28.8667,153.5667,64.4,72,18,8.05,few clouds
568,Shache,CN,38.4167,77.2406,54.48,26,20,4.43,few clouds
569,Shangzhi,CN,45.2167,127.9667,50.0,43,100,13.78,overcast clouds
570,Les Escoumins,CA,48.1111,-69.0236,44.6,65,99,19.57,overcast clouds
571,Bartica,GY,6.4,-58.6167,78.8,94,75,4.61,broken clouds
572,Katobu,ID,-4.9408,122.5276,74.8,93,99,1.54,overcast clouds
573,Cotorra,CO,9.0389,-75.7897,89.33,51,72,4.7,broken clouds
574,Barra Do Garcas,BR,-15.89,-52.2567,89.6,48,20,4.61,few clouds
575,Springbok,ZA,-29.6643,17.8865,71.78,33,6,2.15,clear sky
576,Cap Malheureux,MU,-19.9842,57.6142,80.01,75,100,5.01,overcast clouds
577,Saint-Augustin,CA,51.226,-58.6502,35.65,80,99,12.46,overcast clouds
578,Cabo San Lucas,MX,22.8909,-109.9124,78.8,69,40,9.22,scattered clouds
579,Soyo,AO,-6.1349,12.3689,79.61,83,91,5.06,overcast clouds
580,Terenos,BR,-20.4422,-54.8603,89.6,40,40,10.36,scattered clouds
581,Jiaocheng,CN,24.6774,116.1389,65.08,78,66,1.92,broken clouds
582,Ravar,IR,31.2656,56.8055,72.79,18,57,6.76,broken clouds
583,Sampit,ID,-2.5333,112.95,73.67,98,83,1.01,broken clouds
584,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,73,0,2.13,clear sky
585,Fiumicino,IT,41.7675,12.2291,53.6,76,0,6.91,clear sky
586,Sitka,US,57.0531,-135.33,35.6,64,90,17.27,light snow
587,Kirakira,SB,-10.4544,161.9205,81.18,79,99,5.14,overcast clouds
588,Flin Flon,CA,54.7682,-101.865,41.0,52,75,10.36,broken clouds
589,Villa Maria,AR,-32.4075,-63.2402,57.18,89,100,25.64,light rain
590,Cosala,MX,24.4125,-106.6908,82.99,66,11,7.0,few clouds
591,Majene,ID,-3.5403,118.9707,77.63,87,100,4.65,overcast clouds
592,Vakhtan,RU,57.9659,46.6889,25.95,99,56,2.59,broken clouds
593,Dickinson,US,29.4608,-95.0513,86.0,32,1,11.5,clear sky
594,Nantucket,US,41.2835,-70.0995,52.0,87,90,12.66,overcast clouds
595,Nhulunbuy,AU,-12.2333,136.7667,78.8,89,90,3.29,overcast clouds
596,Festus,US,38.2206,-90.396,55.4,67,75,21.85,broken clouds
597,Macheng,CN,31.1783,115.0319,59.65,74,100,1.86,overcast clouds
598,Sencur,SI,46.2456,14.4197,50.0,57,75,8.05,broken clouds
599,Kalmunai,LK,7.4167,81.8167,78.69,79,79,5.3,broken clouds
600,Pafos,CY,34.7667,32.4167,57.2,41,40,16.11,scattered clouds
601,Mangaluru,IN,12.8667,74.8833,78.8,73,20,5.75,few clouds
602,Jalu,LY,29.0331,21.5482,60.73,25,46,8.52,scattered clouds
603,Kluang,MY,2.0251,103.3328,77.0,94,20,2.59,few clouds
604,Ruteng,ID,-8.6136,120.4721,61.45,87,8,1.79,clear sky
605,Fort Nelson,CA,58.8053,-122.7002,15.8,57,75,4.61,broken clouds
606,Ambon,ID,-3.6954,128.1814,73.4,88,20,6.91,few clouds
607,Praya,CV,14.9215,-23.5087,71.6,73,0,19.57,clear sky
608,Bosanski Brod,BA,45.1375,17.9897,53.6,50,0,6.91,clear sky
609,Bereda,ES,43.2686,-7.5406,50.0,100,100,7.0,overcast clouds
610,Dzaoudzi,YT,-12.7887,45.2699,77.0,94,0,2.3,light rain
611,Qabaqcol,AZ,41.72,46.2647,59.0,77,75,9.22,broken clouds
612,Georgiyevka,KZ,43.0369,74.7114,50.0,66,0,6.71,clear sky
613,Mandurah,AU,-32.55,115.7,66.0,65,100,15.93,light rain
614,Koraput,IN,18.8167,82.7167,69.93,60,13,3.4,few clouds
615,Panzhihua,CN,26.5851,101.7128,55.99,62,19,1.57,few clouds
616,Gayeri,BF,12.6497,0.4931,92.34,7,0,6.02,clear sky
617,Itarema,BR,-2.9248,-39.9167,80.98,79,60,14.7,broken clouds
618,Iskateley,RU,67.6803,53.1512,37.02,92,100,22.79,overcast clouds
619,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,42.8,42,0,8.95,clear sky
620,Kimparana,ML,12.8347,-4.9244,93.36,7,0,4.7,clear sky
621,Kidal,ML,18.4411,1.4078,87.53,8,0,1.7,clear sky
622,Ouadda,CF,8.0777,22.4007,74.82,13,99,2.98,overcast clouds
623,Tonantins,BR,-2.8731,-67.8022,76.89,92,91,1.92,overcast clouds
624,Torun,PL,53.0137,18.5981,43.0,91,100,3.11,overcast clouds
625,Huntsville,US,34.7304,-86.5861,72.0,60,90,17.27,overcast clouds
626,Pasinler,TR,39.9803,41.6764,50.0,57,75,14.97,broken clouds
627,Leh,IN,34.1667,77.5833,29.97,59,96,4.45,overcast clouds
628,Tazovskiy,RU,67.4667,78.7,20.39,96,29,9.17,scattered clouds
629,Kalol,IN,22.6,73.45,81.52,18,2,4.16,clear sky
630,Xinpu,CN,34.5997,119.1594,47.05,93,83,7.54,light rain
631,Freeport,US,40.6576,-73.5832,64.99,67,75,8.05,broken clouds
632,Gimli,CA,50.6336,-96.9907,35.6,80,43,6.91,scattered clouds
633,Mayumba,GA,-3.432,10.6554,78.55,89,97,3.18,overcast clouds
634,Caravelas,BR,-17.7125,-39.2481,75.58,78,1,5.41,clear sky
635,Chokwe,MZ,-24.5333,32.9833,69.57,84,0,4.7,clear sky
636,Banyuwangi,ID,-8.2325,114.3576,75.54,93,65,1.68,broken clouds
637,Dukat,RU,62.55,155.55,-8.79,96,91,5.35,overcast clouds
638,Batticaloa,LK,7.7102,81.6924,79.52,78,95,5.28,overcast clouds
639,Eydhafushi,MV,5.1033,73.0708,82.8,70,3,8.16,clear sky
640,Copiapo,CL,-27.3667,-70.3333,64.4,68,0,14.97,clear sky
641,Teahupoo,PF,-17.8333,-149.2667,86.0,66,75,6.91,light rain
642,Nea Playia,GR,40.2667,23.2,46.99,67,15,5.82,few clouds
643,Fortaleza,BR,-3.7227,-38.5247,86.0,70,0,11.5,clear sky
644,Taoudenni,ML,22.6783,-3.9836,88.61,13,0,10.6,clear sky
645,Altay,CN,47.8667,88.1167,34.72,37,0,9.44,clear sky
646,Thinadhoo,MV,0.5333,72.9333,83.1,69,100,12.55,overcast clouds
647,Honiara,SB,-9.4333,159.95,80.04,84,99,3.44,overcast clouds
648,Taseyevo,RU,57.2169,94.8978,21.06,94,14,1.79,few clouds
649,Pital,CO,2.2665,-75.8044,80.6,67,34,4.68,scattered clouds
650,Kysyl-Syr,RU,63.8986,122.7617,5.45,89,100,7.96,overcast clouds
651,Zapolyarnyy,RU,69.4154,30.8136,26.6,68,20,12.66,few clouds
652,Chimbote,PE,-9.0853,-78.5783,72.46,79,77,7.23,broken clouds
653,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,94,75,17.25,light intensity drizzle
654,Kachiry,KZ,53.0675,76.1036,33.98,82,100,11.25,overcast clouds
655,Inyonga,TZ,-6.7167,32.0667,63.23,95,100,4.34,overcast clouds
656,Porto Santo,PT,33.072,-16.3415,64.4,82,20,6.91,few clouds
657,Cherepovets,RU,59.1333,37.9,42.8,49,0,11.18,clear sky
658,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,94,75,8.05,mist
659,Saint-Georges,GD,12.0564,-61.7485,86.0,62,75,11.5,broken clouds
660,Vangaindrano,MG,-23.35,47.6,72.79,91,42,2.33,scattered clouds
661,Fernandez,AR,-27.9204,-63.8935,67.42,65,96,22.55,overcast clouds
662,Maues,BR,-3.3836,-57.7186,80.76,87,100,1.05,light rain
663,Araioses,BR,-2.89,-41.9031,80.06,82,86,8.46,overcast clouds
664,Sinjar,IQ,36.3209,41.8754,52.36,62,0,11.79,clear sky
665,Vestmanna,FO,62.1564,-7.1664,30.2,80,75,13.8,light snow
666,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.61,88,94,10.54,overcast clouds
667,Zhigalovo,RU,54.8097,105.1578,16.99,86,26,3.51,scattered clouds
668,Mackay,AU,-21.15,149.2,71.6,94,5,2.3,clear sky
669,Payo,ID,-3.7508,103.6372,72.7,96,74,1.59,broken clouds
670,Trinidad,BO,-14.8333,-64.9,84.2,79,75,5.75,moderate rain
671,Srednekolymsk,RU,67.45,153.6833,-13.32,96,100,7.45,overcast clouds
672,Novomikhaylovskiy,RU,44.2581,38.8578,43.0,91,100,9.75,light rain
673,Marivan,IR,35.5219,46.176,53.38,83,93,5.91,overcast clouds
674,Tomatlan,MX,19.9333,-105.25,86.95,36,58,10.87,broken clouds
675,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.19,91,100,2.86,light rain
676,Olavarria,AR,-36.8927,-60.3225,57.99,98,100,5.01,overcast clouds
677,Ostrovnoy,RU,68.0531,39.5131,33.24,84,58,25.97,broken clouds
678,Las Matas De Farfan,DO,18.8731,-71.5166,84.18,44,70,3.83,broken clouds
679,Hobyo,SO,5.3505,48.5268,82.58,65,6,14.65,clear sky
