City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Yellowknife,CA,2021-04-07 23:17:39,62.456,-114.3525,19.0,86,90,9.22
282,Cumpas,MX,2021-04-07 23:21:03,29.9833,-109.7833,90.97,5,8,11.14
283,Aswan,EG,2021-04-07 23:21:03,24.0934,32.907,77.38,20,0,8.66
284,Lensk,RU,2021-04-07 23:21:03,60.7253,114.9278,35.35,97,100,9.35
285,Praia Da Vitoria,PT,2021-04-07 23:21:04,38.7333,-27.0667,60.8,77,20,14.25
286,Lethem,GY,2021-04-07 23:21:04,3.3803,-59.7968,75.27,87,100,8.46
287,Marawi,PH,2021-04-07 23:21:04,7.9986,124.2928,79.0,84,75,5.99
288,Ozerne,UA,2021-04-07 23:21:05,50.1782,28.7338,30.63,79,57,10.47
289,Poum,NC,2021-04-07 23:21:05,-20.2333,164.0167,80.19,74,55,23.73
290,Kyzyl-Suu,KG,2021-04-07 23:21:05,42.3414,78.0056,38.53,95,100,0.74
291,Bengkulu,ID,2021-04-07 23:21:06,-3.8004,102.2655,74.48,88,97,4.23
292,Manavgat,TR,2021-04-07 23:21:06,36.7867,31.4431,62.01,100,40,4.61
293,Kralendijk,BQ,2021-04-07 23:21:07,12.15,-68.2667,80.6,78,20,13.8
294,Sao Filipe,CV,2021-04-07 23:21:07,14.8961,-24.4956,75.87,64,33,7.52
295,Loudi,CN,2021-04-07 23:21:07,27.7344,111.9944,53.82,91,98,0.76
296,Vihti,FI,2021-04-07 23:21:08,60.417,24.3197,33.01,95,81,1.99
297,Pergamino,AR,2021-04-07 23:19:17,-33.89,-60.5736,80.01,61,61,1.99
298,Ostrovnoy,RU,2021-04-07 23:21:08,68.0531,39.5131,30.06,85,81,14.43
299,Yelan-Koleno,RU,2021-04-07 23:21:09,51.1523,41.2306,45.55,91,59,13.06
300,Palu,ID,2021-04-07 23:21:09,-0.8917,119.8707,76.98,90,93,2.26
301,Port Lincoln,AU,2021-04-07 23:21:09,-34.7333,135.8667,73.11,32,100,9.95
302,Shingu,JP,2021-04-07 23:21:10,33.7333,135.9833,53.6,66,0,5.75
303,Akyab,MM,2021-04-07 23:21:10,20.15,92.9,76.06,84,0,4.12
304,Kedrovyy,RU,2021-04-07 23:21:10,56.1667,91.8167,33.8,64,0,6.71
305,Santa Isabel Do Rio Negro,BR,2021-04-07 23:21:11,-0.4139,-65.0192,77.77,83,96,1.21
306,Putina,PE,2021-04-07 23:21:11,-15.4667,-69.4333,46.89,78,90,5.88
307,Dunedin,NZ,2021-04-07 23:17:24,-45.8742,170.5036,58.42,64,11,5.5
308,Chhabra,IN,2021-04-07 23:21:11,24.6667,76.8333,79.27,23,4,8.97
309,Baiyin,CN,2021-04-07 23:21:12,36.5583,104.2081,46.99,93,2,6.71
310,Shenjiamen,CN,2021-04-07 23:21:12,29.9576,122.298,52.57,76,100,19.53
311,Iquitos,PE,2021-04-07 23:21:12,-3.7481,-73.2472,82.4,74,40,3.44
312,Port Hueneme,US,2021-04-07 23:21:13,34.1478,-119.1951,69.8,52,1,10.36
313,Nouadhibou,MR,2021-04-07 23:21:13,20.931,-17.0347,64.4,82,7,12.66
314,Yumen,CN,2021-04-07 23:21:14,40.2833,97.2,45.34,33,98,9.04
315,Corinto,GR,2021-04-07 23:21:14,37.9407,22.9573,59.0,59,65,1.99
316,Kilifi,KE,2021-04-07 23:21:14,-3.6305,39.8499,79.56,83,80,9.93
317,Kutum,SD,2021-04-07 23:21:15,14.2,24.6667,75.22,9,50,11.68
318,Mbaiki,CF,2021-04-07 23:21:15,3.8678,17.9892,77.83,63,79,3.02
319,Illertissen,DE,2021-04-07 23:21:15,48.2234,10.1035,33.8,69,100,13.8
320,Basco,PH,2021-04-07 23:21:16,20.4487,121.9702,73.54,72,96,15.32
321,Biltine,TD,2021-04-07 23:21:16,14.5333,20.9167,84.67,12,33,9.71
322,Daru,PG,2021-04-07 23:21:16,-9.0763,143.2092,77.97,84,100,8.9
323,Sirnak,TR,2021-04-07 23:18:14,37.5228,42.4594,51.98,43,49,7.14
324,Taoudenni,ML,2021-04-07 23:21:17,22.6783,-3.9836,85.57,14,4,8.39
325,Ambon,ID,2021-04-07 23:21:17,-3.6954,128.1814,78.8,83,20,6.91
326,Dubbo,AU,2021-04-07 23:21:18,-32.25,148.6167,68.0,77,0,11.5
327,Egvekinot,RU,2021-04-07 23:21:18,66.3167,-179.1667,-3.08,78,10,3.89
328,Pringsewu,ID,2021-04-07 23:21:18,-5.3582,104.9744,71.71,92,83,3.24
329,Kaitangata,NZ,2021-04-07 23:21:19,-46.2817,169.8464,62.01,84,60,5.01
330,Mbengwi,CM,2021-04-07 23:21:19,6.0167,10.0,70.47,63,81,2.06
331,Bosaso,SO,2021-04-07 23:18:13,11.2842,49.1816,78.42,52,7,7.02
332,Shiyan,CN,2021-04-07 23:21:19,32.6475,110.7781,48.52,86,93,2.17
333,Chuy,UY,2021-04-07 23:21:20,-33.6971,-53.4616,70.57,82,13,14.41
334,Port Pirie,AU,2021-04-07 23:21:20,-33.1833,138.0167,69.8,49,71,8.05
335,Den Helder,NL,2021-04-07 23:18:06,52.9599,4.7593,37.99,75,90,8.05
336,Ponta Delgada,PT,2021-04-07 23:21:21,37.7333,-25.6667,60.8,82,75,19.57
337,Ilebo,CD,2021-04-07 23:21:21,-4.3167,20.5833,71.19,95,100,2.01
338,Rumoi,JP,2021-04-07 23:21:22,43.9344,141.6428,33.8,86,75,13.8
339,High Level,CA,2021-04-07 23:21:22,58.5169,-117.136,30.2,80,90,10.36
340,Odienne,CI,2021-04-07 23:21:22,9.51,-7.5692,81.63,50,93,3.15
341,Lodja,CD,2021-04-07 23:21:23,-3.4833,23.4333,68.67,98,100,2.42
342,Dudinka,RU,2021-04-07 23:21:23,69.4058,86.1778,-0.24,87,9,8.63
343,Buchanan,LR,2021-04-07 23:21:23,5.8808,-10.0467,78.8,94,20,5.35
344,Machilipatnam,IN,2021-04-07 23:21:24,16.1667,81.1333,79.74,74,5,9.06
345,Dharchula,IN,2021-04-07 23:21:24,29.85,80.5333,56.35,49,1,8.84
346,Bafq,IR,2021-04-07 23:21:25,31.6128,55.4107,66.88,16,87,1.59
347,Spirovo,RU,2021-04-07 23:21:25,57.419,34.9766,32.13,98,100,7.85
348,Coquimbo,CL,2021-04-07 23:17:55,-29.9533,-71.3436,60.8,88,75,8.05
349,Chumikan,RU,2021-04-07 23:21:25,54.7183,135.315,22.98,92,100,6.2
350,Vila Franca Do Campo,PT,2021-04-07 23:21:26,37.7167,-25.4333,60.8,82,75,19.57
351,Benjamin Constant,BR,2021-04-07 23:21:26,-4.3831,-70.0311,82.4,74,20,4.61
352,Buala,SB,2021-04-07 23:21:27,-8.145,159.5921,81.43,78,100,8.93
353,Mount Gambier,AU,2021-04-07 23:21:23,-37.8333,140.7667,62.6,72,57,6.91
354,Rock Sound,BS,2021-04-07 23:21:27,24.9,-76.2,70.9,56,1,11.83
355,Belaya Gora,RU,2021-04-07 23:21:28,68.5333,146.4167,-1.21,96,98,1.25
356,Dosso,NE,2021-04-07 23:21:28,13.049,3.1937,90.03,8,35,6.24
357,Bonga,ET,2021-04-07 23:21:28,7.2833,36.2333,63.1,84,80,0.54
358,Miraflores,MX,2021-04-07 23:21:29,19.2167,-98.8083,78.8,15,20,13.8
359,Parrita,CR,2021-04-07 23:21:29,9.5201,-84.3225,78.8,73,40,13.8
360,Sechura,PE,2021-04-07 23:21:29,-5.5569,-80.8222,78.57,62,53,18.23
361,Saint-Augustin,CA,2021-04-07 23:21:30,51.226,-58.6502,37.17,95,91,9.62
362,Narsaq,GL,2021-04-07 23:21:30,60.9167,-46.05,37.4,65,75,2.3
363,Dawei,MM,2021-04-07 23:21:30,14.0833,98.2,75.07,88,60,2.68
364,Bilma,NE,2021-04-07 23:21:28,18.6853,12.9164,84.34,5,39,5.68
365,George,ZA,2021-04-07 23:21:31,-33.963,22.4617,60.8,94,90,2.3
366,Port Hardy,CA,2021-04-07 23:21:31,50.6996,-127.4199,42.8,93,75,6.91
367,Pandan,PH,2021-04-07 23:21:32,14.0453,124.1694,78.37,78,65,9.71
368,Acarau,BR,2021-04-07 23:21:32,-2.8856,-40.12,80.65,79,100,15.39
369,Maumere,ID,2021-04-07 23:21:32,-8.6199,122.2111,80.11,78,51,0.58
370,San Jeronimo,PE,2021-04-07 23:21:33,-11.9472,-75.2829,54.05,75,94,4.83
371,Waipawa,NZ,2021-04-07 23:21:33,-41.4122,175.5153,68.0,68,2,13.8
372,Paita,PE,2021-04-07 23:21:34,-5.0892,-81.1144,77.0,69,75,11.5
373,Eyl,SO,2021-04-07 23:21:34,7.9803,49.8164,75.51,67,7,6.78
374,Puerto Leguizamo,CO,2021-04-07 23:21:34,-0.1934,-74.7819,72.36,98,100,2.08
375,Mahebourg,MU,2021-04-07 23:21:35,-20.4081,57.7,78.8,83,75,8.05
376,Vitim,RU,2021-04-07 23:21:35,59.4511,112.5578,34.97,99,100,4.94
377,Jibuti,DJ,2021-04-07 23:21:35,11.5,42.5,77.0,73,1,8.43
378,Bosansko Grahovo,BA,2021-04-07 23:21:36,44.1794,16.3639,39.0,41,22,5.01
379,Finsterwalde,DE,2021-04-07 23:21:36,51.6333,13.7167,37.0,87,75,13.8
380,Port Macquarie,AU,2021-04-07 23:21:36,-31.4333,152.9167,68.0,99,63,1.01
381,Devgarh,IN,2021-04-07 23:21:37,25.5333,73.9,73.26,24,42,4.38
382,Praya,CV,2021-04-07 23:21:37,14.9215,-23.5087,73.4,56,0,20.71
383,Guimar,ES,2021-04-07 23:21:37,28.3039,-16.4325,66.0,100,84,1.99
384,Bandarbeyla,SO,2021-04-07 23:21:38,9.4942,50.8122,76.3,63,24,4.65
385,Garowe,SO,2021-04-07 23:20:07,8.4054,48.4845,66.88,77,87,6.62
386,Luau,AO,2021-04-07 23:21:38,-10.7073,22.2247,63.3,97,99,2.24
387,Jutai,BR,2021-04-07 23:21:39,-5.1833,-68.9,75.13,97,92,1.86
388,Iguatu,BR,2021-04-07 23:17:54,-6.3594,-39.2986,76.23,63,88,1.95
389,Sao Jose Da Coroa Grande,BR,2021-04-07 23:21:39,-8.8978,-35.1478,79.16,73,100,7.81
390,Altamont,US,2021-04-07 23:21:39,42.2068,-121.7372,64.0,20,1,14.97
391,Rosetta,EG,2021-04-07 23:21:40,31.4044,30.4164,60.8,88,40,6.91
392,Jacksonville Beach,US,2021-04-07 23:19:41,30.2947,-81.3931,75.2,68,20,13.8
393,Margate,GB,2021-04-07 23:21:40,51.3813,1.3862,39.0,50,11,7.31
394,Jiwani,PK,2021-04-07 23:21:41,25.05,61.7417,79.34,46,0,7.9
395,Baoning,CN,2021-04-07 23:21:41,25.3378,110.026,59.0,82,90,8.95
396,Kenora,CA,2021-04-07 23:21:41,49.8167,-94.4337,53.6,30,90,13.8
397,Hannan,JP,2021-04-07 23:21:42,34.3217,135.2325,59.0,67,75,5.75
398,Nisia Floresta,BR,2021-04-07 23:21:42,-6.0911,-35.2086,80.6,83,40,9.22
399,San Nicolas,PH,2021-04-07 23:21:42,18.1725,120.5953,75.2,78,20,1.14
400,Sar-E Pul,AF,2021-04-07 23:21:43,35.8333,66.1667,48.02,52,82,5.21
401,Berlevag,NO,2021-04-07 23:21:43,70.8578,29.0864,28.22,79,60,14.54
402,Tchaourou,BJ,2021-04-07 23:21:44,8.8865,2.5975,83.55,60,52,8.34
403,Barmer,IN,2021-04-07 23:21:44,25.75,71.3833,74.53,16,0,8.16
404,Faya,SA,2021-04-07 23:21:44,18.3851,42.4509,62.6,63,0,3.76
405,Katsuura,JP,2021-04-07 23:21:45,35.1333,140.3,57.99,76,75,5.75
406,Hobyo,SO,2021-04-07 23:21:45,5.3505,48.5268,79.25,61,60,11.12
407,San Cristobal,VE,2021-04-07 23:21:45,7.7669,-72.225,82.4,74,40,8.05
408,Sijunjung,ID,2021-04-07 23:21:46,-0.6876,100.9537,69.15,93,100,1.79
409,Sur,OM,2021-04-07 23:21:46,22.5667,59.5289,80.26,35,0,8.86
410,Trelew,AR,2021-04-07 23:20:37,-43.249,-65.3051,69.57,30,0,7.36
411,Byron Bay,AU,2021-04-07 23:21:46,-28.65,153.6167,69.8,94,90,10.36
412,Hay River,CA,2021-04-07 23:21:47,60.8156,-115.7999,23.0,86,90,14.97
413,Duekoue,CI,2021-04-07 23:21:47,6.7472,-7.3496,75.38,88,100,1.66
414,Kayerkan,RU,2021-04-07 23:21:48,69.3497,87.7602,-2.72,99,75,4.12
415,Benghazi,LY,2021-04-07 23:21:48,32.1167,20.0667,61.63,60,78,1.95
416,Vostok,RU,2021-04-07 23:21:48,46.4856,135.8833,19.62,65,100,5.26
417,Saraland,US,2021-04-07 23:21:49,30.8207,-88.0706,73.99,73,20,10.36
418,Hambantota,LK,2021-04-07 23:21:49,6.1241,81.1185,76.75,80,60,2.37
419,Henties Bay,NA,2021-04-07 23:17:40,-22.116,14.2845,63.91,77,0,4.88
420,Port Blair,IN,2021-04-07 23:21:49,11.6667,92.75,80.08,74,28,1.95
421,Saint Anthony,US,2021-04-07 23:21:50,45.0205,-93.218,73.4,82,75,9.22
422,Guanica,PR,2021-04-07 23:21:50,17.9716,-66.908,75.0,84,98,2.89
423,Huanan,CN,2021-04-07 23:21:50,46.2167,130.5167,27.46,44,90,16.2
424,Erzin,TR,2021-04-07 23:16:55,36.9559,36.2,63.0,89,85,2.21
425,Kiruna,SE,2021-04-07 23:21:51,67.8557,20.2251,17.6,86,100,3.44
426,Dong Hoi,VN,2021-04-07 23:21:51,17.4833,106.6,74.52,92,35,3.58
427,Port Hedland,AU,2021-04-07 23:21:52,-20.3167,118.5667,75.2,88,48,5.75
428,Barth,DE,2021-04-07 23:21:52,54.3635,12.7249,39.99,81,75,16.11
429,Pangnirtung,CA,2021-04-07 23:21:52,66.1451,-65.7125,30.2,86,90,27.63
430,Broken Hill,AU,2021-04-07 23:21:53,-31.95,141.4333,75.2,23,0,2.3
431,Carbonia,IT,2021-04-07 23:21:53,39.1672,8.5222,44.01,93,0,3.44
432,Havelock,US,2021-04-07 23:21:43,34.8791,-76.9013,80.6,32,1,12.66
433,Abu Samrah,SY,2021-04-07 23:21:53,35.3029,37.1841,63.07,45,100,6.02
434,Gizo,SB,2021-04-07 23:21:54,-8.103,156.8419,80.65,83,100,18.45
435,Kamaishi,JP,2021-04-07 23:21:54,39.2667,141.8833,46.4,53,20,3.44
436,Rondonopolis,BR,2021-04-07 23:19:44,-16.4708,-54.6356,75.61,74,64,3.42
437,Kamenka,RU,2021-04-07 23:21:55,51.3223,42.7678,45.0,88,57,16.28
438,Bahir Dar,ET,2021-04-07 23:21:55,11.5936,37.3908,74.08,28,58,6.44
439,Taggia,IT,2021-04-07 23:21:55,43.8485,7.8545,46.4,34,0,8.05
440,Makokou,GA,2021-04-07 23:21:56,0.5738,12.8642,70.7,97,96,1.23
441,Mehamn,NO,2021-04-07 23:21:56,71.0357,27.8492,27.72,77,70,14.5
442,Quelimane,MZ,2021-04-07 23:21:48,-17.8786,36.8883,77.0,83,20,5.75
443,Mayo,US,2021-04-07 23:21:57,38.8876,-76.5119,64.99,59,1,6.91
444,Mitchell,US,2021-04-07 23:21:57,43.7094,-98.0298,44.6,93,90,19.57
445,Ribas Do Rio Pardo,BR,2021-04-07 23:21:57,-20.4431,-53.7592,75.56,65,72,2.42
446,Tancheng,CN,2021-04-07 23:21:58,27.4375,115.4976,56.53,91,100,3.65
447,Sazava,CZ,2021-04-07 23:21:58,49.8716,14.8967,36.0,80,67,4.0
448,Hammerfest,NO,2021-04-07 23:21:58,70.6634,23.6821,28.4,100,75,9.22
449,Mandurah,AU,2021-04-07 23:21:59,-32.55,115.7,61.0,74,84,18.7
450,Arroio Grande,BR,2021-04-07 23:21:59,-32.2375,-53.0869,70.45,78,2,13.91
451,Majene,ID,2021-04-07 23:21:59,-3.5403,118.9707,78.66,80,85,2.13
452,Governador Dix-Sept Rosado,BR,2021-04-07 23:22:00,-5.4577,-37.5209,83.55,60,95,10.69
453,Nizwa,OM,2021-04-07 23:22:00,22.9333,57.5333,72.18,39,0,1.52
454,Tarko-Sale,RU,2021-04-07 23:21:13,64.9225,77.785,24.62,94,100,6.73
455,Namie,JP,2021-04-07 23:22:00,37.4833,141.0,54.0,48,29,7.11
456,Agadez,NE,2021-04-07 23:22:01,19.75,10.25,78.84,8,18,2.89
457,Hun,LY,2021-04-07 23:22:01,29.1268,15.9477,71.19,28,53,14.85
458,Savonlinna,FI,2021-04-07 23:22:01,61.8699,28.88,21.2,93,0,1.14
459,Areia Branca,BR,2021-04-07 23:22:02,-4.9561,-37.1369,83.75,68,99,20.96
460,Krutaya Gorka,RU,2021-04-07 23:22:02,55.3649,73.2231,33.8,75,40,6.71
461,Zyryanka,RU,2021-04-07 23:22:03,65.75,150.85,2.61,91,99,8.32
462,Touros,BR,2021-04-07 23:22:03,-5.1989,-35.4608,78.8,89,20,5.75
463,Smithers,CA,2021-04-07 23:22:03,54.7804,-127.1743,41.0,52,75,9.22
464,Tazovskiy,RU,2021-04-07 23:22:04,67.4667,78.7,-7.2,96,7,5.84
465,Gualaquiza,EC,2021-04-07 23:22:04,-3.4,-78.55,65.07,98,99,2.51
466,Hauterive,FR,2021-04-07 23:22:04,46.0901,3.4459,30.2,51,0,2.77
467,Xam Nua,LA,2021-04-07 23:22:05,20.4197,104.0439,61.27,95,14,1.3
468,Pyapon,MM,2021-04-07 23:22:05,16.2833,95.6833,75.85,87,3,3.24
469,Kavieng,PG,2021-04-07 23:22:05,-2.5744,150.7967,79.2,87,99,19.01
470,Clyde River,CA,2021-04-07 23:21:15,70.4692,-68.5914,8.6,92,90,5.75
471,Lufilufi,WS,2021-04-07 23:22:06,-13.8745,-171.5986,87.8,74,40,3.44
472,Quemado De Guines,CU,2021-04-07 23:22:06,22.7853,-80.2536,75.2,64,40,16.11
473,Broome,US,2021-04-07 23:22:07,42.2506,-75.833,64.4,34,1,8.05
474,Kruisfontein,ZA,2021-04-07 23:22:07,-34.0033,24.7314,63.0,88,98,4.56
475,Havoysund,NO,2021-04-07 23:22:07,70.9963,24.6622,28.4,100,75,9.22
476,Budelsdorf,DE,2021-04-07 23:22:08,54.3167,9.6833,37.4,75,20,13.8
477,Akdagmadeni,TR,2021-04-07 23:19:23,39.6603,35.8836,50.47,49,0,6.8
478,Kasongo,CD,2021-04-07 23:22:08,-4.45,26.6667,68.79,98,100,2.1
479,Sorong,ID,2021-04-07 23:17:15,-0.8833,131.25,80.42,81,100,4.09
480,Sao Sebastiao,BR,2021-04-07 23:22:09,-23.76,-45.4097,72.34,86,43,9.98
481,Yerbogachen,RU,2021-04-07 23:22:09,61.2767,108.0108,27.36,94,90,7.43
482,Chalus,IR,2021-04-07 23:22:09,36.655,51.4204,55.4,100,0,4.61
483,Beian,NO,2021-04-07 23:22:10,63.6559,9.5683,32.0,86,40,17.27
484,Road Town,VG,2021-04-07 23:17:42,18.4167,-64.6167,77.0,78,40,11.5
485,Tabat,ID,2021-04-07 23:22:10,-2.635,115.2274,74.55,91,87,0.31
486,Ourinhos,BR,2021-04-07 23:22:11,-22.9789,-49.8706,74.03,58,99,12.46
487,Moreira Sales,BR,2021-04-07 23:22:11,-24.0622,-53.0069,70.79,69,32,7.65
488,Nianzishan,CN,2021-04-07 23:22:12,47.5167,122.8833,32.45,23,4,1.52
489,Mata Grande,BR,2021-04-07 23:22:12,-9.1175,-37.7322,73.26,62,100,12.48
490,Rodino,RU,2021-04-07 23:22:12,52.5,80.25,30.96,81,38,3.33
491,Carmen,MX,2021-04-07 23:18:51,18.6333,-91.8333,87.8,58,75,8.05
492,Emilio Carranza,MX,2021-04-07 23:17:18,19.9711,-96.6114,83.39,62,1,11.79
493,Gornopravdinsk,RU,2021-04-07 23:22:13,60.05,69.9,31.93,93,100,2.48
494,Agirish,RU,2021-04-07 23:22:13,61.9247,63.0231,33.82,87,100,4.52
495,Dicabisagan,PH,2021-04-07 23:22:13,17.0818,122.4157,74.84,82,99,6.02
496,Muromtsevo,RU,2021-04-07 23:22:14,56.3724,75.2418,31.59,95,98,4.72
497,Davila,PH,2021-04-07 23:22:14,18.4726,120.5763,75.2,78,20,1.14
498,Oistins,BB,2021-04-07 23:18:28,13.0667,-59.5333,78.8,65,20,11.5
499,San Andres,CO,2021-04-07 23:22:15,12.5847,-81.7006,82.4,78,75,10.36
500,Kaveripattinam,IN,2021-04-07 23:22:15,12.4207,78.2166,71.91,62,3,2.35
501,Radinac,RS,2021-04-07 23:22:15,44.6267,20.967,35.01,44,45,8.41
502,Koltsovo,RU,2021-04-07 23:22:16,54.9376,83.1825,32.0,80,0,8.95
503,Burns Lake,CA,2021-04-07 23:22:16,54.2331,-125.7533,37.4,38,100,8.05
504,Ilulissat,GL,2021-04-07 23:22:16,69.2167,-51.1,17.6,62,75,2.3
505,Kaduqli,SD,2021-04-07 23:22:17,11.0167,29.7167,85.01,10,10,8.16
506,Cabedelo,BR,2021-04-07 23:18:41,-6.9811,-34.8339,78.8,89,0,8.05
507,Okhotsk,RU,2021-04-07 23:22:17,59.3833,143.3,15.66,89,98,2.8
508,Muyezerskiy,RU,2021-04-07 23:22:17,63.9333,31.65,27.95,93,100,3.98
509,Shakawe,BW,2021-04-07 23:22:18,-18.3667,21.85,69.66,51,27,6.22
510,Pop,UZ,2021-04-07 23:22:18,40.8736,71.1089,51.8,58,0,2.3
511,Pevek,RU,2021-04-07 23:22:18,69.7008,170.3133,-15.99,96,94,4.09
512,Tafresh,IR,2021-04-07 23:22:19,34.692,50.013,56.77,20,100,3.02
513,Trincomalee,LK,2021-04-07 23:22:19,8.5711,81.2335,77.81,83,72,6.38
514,Terrace,CA,2021-04-07 23:22:20,54.5163,-128.6035,41.0,65,75,12.66
515,Rajshahi,BD,2021-04-07 23:20:20,24.3667,88.6,76.62,75,2,8.21
516,Alice Springs,AU,2021-04-07 23:22:20,-23.7,133.8833,71.6,40,4,5.17
517,Zhetysay,KZ,2021-04-07 23:22:20,40.7333,68.3,56.03,49,55,5.23
518,Loukhi,RU,2021-04-07 23:22:21,66.0764,33.0381,29.77,88,80,7.96
519,Asau,RO,2021-04-07 23:22:21,46.4333,26.4,32.0,86,0,2.3
520,Pacific Grove,US,2021-04-07 23:22:21,36.6177,-121.9166,60.8,55,1,9.22
521,Upington,ZA,2021-04-07 23:22:22,-28.4478,21.2561,75.2,50,20,8.05
522,Dano,BF,2021-04-07 23:22:22,11.15,-3.0667,90.79,7,79,4.9
523,Saint-Joseph,RE,2021-04-07 23:22:23,-21.3667,55.6167,77.0,78,0,6.91
524,Mikhaylovka,RU,2021-04-07 23:22:23,50.06,43.2379,46.94,79,26,14.97
525,Kresek,ID,2021-04-07 23:22:23,-6.1314,106.3797,78.01,88,20,8.05
526,Mayumba,GA,2021-04-07 23:22:24,-3.432,10.6554,79.2,86,77,4.61
527,Shache,CN,2021-04-07 23:21:33,38.4167,77.2406,44.82,74,100,3.02
528,Samarai,PG,2021-04-07 23:22:24,-10.6167,150.6667,82.72,73,96,6.87
529,Sao Gabriel Da Cachoeira,BR,2021-04-07 23:22:24,-0.1303,-67.0892,73.74,97,72,2.48
530,Maldonado,UY,2021-04-07 23:22:25,-34.6667,-54.9167,73.0,78,0,6.91
531,Sayyan,YE,2021-04-07 23:22:25,15.1718,44.3244,54.34,16,0,4.25
532,Kismayo,SO,2021-04-07 23:22:25,-0.3582,42.5454,81.95,75,29,10.76
533,Teluknaga,ID,2021-04-07 23:22:26,-6.0989,106.6381,78.01,88,20,8.05
534,Tilichiki,RU,2021-04-07 23:22:26,60.4667,166.1,6.39,83,15,5.5
535,Leshukonskoye,RU,2021-04-07 23:22:27,64.8989,45.7622,35.35,97,100,9.71
536,Ofaqim,IL,2021-04-07 23:22:27,31.3141,34.6203,64.0,53,42,2.89
537,Wattegama,LK,2021-04-07 23:22:27,6.7989,81.4808,71.82,92,100,1.39
538,Lata,PT,2021-04-07 23:22:28,40.1629,-8.3327,55.99,84,95,1.68
539,Sarangarh,IN,2021-04-07 23:22:28,21.6,83.0833,80.56,20,16,4.65
540,Rionegro,CO,2021-04-07 23:22:28,6.1552,-75.3737,64.4,82,90,4.61
541,Makakilo City,US,2021-04-07 23:22:29,21.3469,-158.0858,78.8,47,20,11.5
542,Roald,NO,2021-04-07 23:22:29,62.5833,6.1333,30.2,86,75,6.91
543,Arman,RU,2021-04-07 23:22:29,59.7,150.1667,17.13,68,19,3.58
544,Kabompo,ZM,2021-04-07 23:22:30,-13.5927,24.2008,65.1,72,40,5.23
545,Kulachi,PK,2021-04-07 23:21:06,31.9286,70.4592,72.41,33,0,5.01
546,Nortelandia,BR,2021-04-07 23:22:30,-14.4547,-56.8028,75.94,89,100,4.27
547,Westport,US,2021-04-07 23:22:30,41.1415,-73.3579,62.01,71,1,12.66
548,Waspan,NI,2021-04-07 23:22:31,14.7419,-83.9717,82.4,78,75,4.61
549,Inhambane,MZ,2021-04-07 23:22:31,-23.865,35.3833,72.19,79,0,4.74
550,Ndioum,SN,2021-04-07 23:22:31,16.5129,-14.6471,91.4,25,0,2.3
551,Mahenge,TZ,2021-04-07 23:22:32,-8.6833,36.7167,62.31,92,81,2.8
552,Camrose,CA,2021-04-07 23:22:32,53.0168,-112.8353,59.0,23,64,8.01
553,Sassandra,CI,2021-04-07 23:22:32,4.95,-6.0833,79.84,87,41,5.1
554,Rundu,NA,2021-04-07 23:22:33,-17.9333,19.7667,72.45,43,85,6.67
555,Pascagoula,US,2021-04-07 23:19:17,30.3658,-88.5561,73.4,73,90,13.8
556,Maple Creek,CA,2021-04-07 23:22:33,49.9168,-109.4848,68.0,10,1,23.02
557,Taldan,RU,2021-04-07 23:22:34,53.6667,124.8,17.01,72,34,0.81
558,Aranos,NA,2021-04-07 23:22:34,-24.1333,19.1167,70.52,51,1,10.07
559,Kununurra,AU,2021-04-07 23:22:35,-15.7667,128.7333,78.8,94,89,3.44
560,Giresun,TR,2021-04-07 23:19:45,40.5,38.5,51.8,100,0,1.14
561,Ilovlya,RU,2021-04-07 23:22:35,49.3033,43.9796,44.6,76,0,15.66
562,French Harbor,HN,2021-04-07 23:22:36,16.35,-86.4333,80.6,83,75,11.5
